NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,WARD,CITIZENSHIP_CANADIAN_CITIZEN,CITIZENSHIP_NON_CANADIAN_CITIZEN,CITIZENSHIP_NO_RESPONSE,CITY_RESOURCE_ACCESS_CITY_WEBSITE,CITY_RESOURCE_ACCESS_311_PHONE_IN,CITY_RESOURCE_ACCESS_NEWSPAPERS,CITY_RESOURCE_ACCESS_RADIO,CITY_RESOURCE_ACCESS_COMMUNITY_NEWSLETTER,CITY_RESOURCE_ACCESS_SOCIAL_MEDIA,CITY_RESOURCE_ACCESS_IN_PERSON,CITY_RESOURCE_ACCESS_BILLBOARDS,CITY_RESOURCE_ACCESS_PAMPHLETS,CITY_RESOURCE_ACCESS_OTHER,CITY_RESOURCE_ACCESS_NO_RESPONSE,DWELLING_UNIT_OWNERSHIP_OWNED,DWELLING_UNIT_OWNERSHIP_RENTED,DWELLING_UNIT_OWNERSHIP_NO_RESPONSE,DWELLING_UNIT_STATUS_OCCUPIED,DWELLING_UNIT_STATUS_UNOCCUPIED,DWELLING_UNIT_STATUS_NO_LONGER_IN_USE,DWELLING_UNIT_STATUS_NO_RESPONSE,EMPLOYMENT_STATUS_PRESCHOOL,EMPLOYMENT_STATUS_KINDERGARTEN-GR.6,EMPLOYMENT_STATUS_GR.7-GR.9,EMPLOYMENT_STATUS_GR.10-GR.12,EMPLOYMENT_STATUS_POST_SECONDARY_STUDENT,EMPLOYMENT_STATUS_HOMEMAKER,EMPLOYMENT_STATUS_EMPLOYED_0-30_HRS,EMPLOYMENT_STATUS_EMPLOYED_30+_HRS,EMPLOYMENT_STATUS_UNEMPLOYED,EMPLOYMENT_STATUS_RETIRED,EMPLOYMENT_STATUS_PERMANENTLY_UNABLE_TO_WORK,EMPLOYMENT_STATUS_NO_RESPONSE,HOUSEHOLD_LANGUAGE_ENGLISH_ONLY,HOUSEHOLD_LANGUAGE_ARABIC,HOUSEHOLD_LANGUAGE_CANTONESE,HOUSEHOLD_LANGUAGE_FRENCH,HOUSEHOLD_LANGUAGE_GERMAN,HOUSEHOLD_LANGUAGE_MANDARIN,HOUSEHOLD_LANGUAGE_PANJABI_PUNJABI,HOUSEHOLD_LANGUAGE_SPANISH,HOUSEHOLD_LANGUAGE_TAGALOG_PILIPINO_FILIPINO,HOUSEHOLD_LANGUAGE_UKRAINIAN,HOUSEHOLD_LANGUAGE_OTHER,HOUSEHOLD_LANGUAGE_NO_RESPONSE,CAR/TRUCK/VAN_AS_DRIVER,PRIMARY_TRANSPORTATION_CAR/TRUCK/VAN_AS_PASSENGER,PRIMARY_TRANSPORTATION_TRANSIT,PRIMARY_TRANSPORTATION_WALK,PRIMARY_TRANSPORTATION_BICYCLE,PRIMARY_TRANSPORTATION_OTHER,PRIMARY_TRANSPORTATION_NO_RESPONSE,MARITAL_STATUS_MARRIED,MARITAL_STATUS_COMMON-LAW,MARITAL_STATUS_SEPARATED/DIVORCED,MARITAL_STATUS_NEVER_MARRIED,MARITAL_STATUS_WIDOWED,MARITAL_STATUS_NO_RESPONSE,PREVIOUS_RESIDENCE_ELSEWHERE_IN_EDMONTON,PREVIOUS_RESIDENCE_ELSEWHERE_IN_ALBERTA,PREVIOUS_RESIDENCE_ATLANTIC_CANADA,PREVIOUS_RESIDENCE_ONTARIO/QUEBEC,PREVIOUS_RESIDENCE_TERRITORIES/MANITOBA/SASKATCHEWAN,PREVIOUS_RESIDENCE_BRITISH_COLUMBIA,PREVIOUS_RESIDENCE_OUTSIDE_CANADA,PREVIOUS_RESIDENCE_NO_RESPONSE,SCHOOL_RESIDENCY_PUBLIC,SCHOOL_RESIDENCY_CATHOLIC,SCHOOL_RESIDENCY_NO_RESPONSE,STRUCTURE_TYPE_SINGLE_DETACHED_HOUSE,STRUCTURE_TYPE_DUPLEX/FOURPLEX,STRUCTURE_TYPE_ROW_HOUSE,STRUCTURE_TYPE_APARTMENT_5+_STORIES,STRUCTURE_TYPE_APARTMENT_1-4_STORIES,STRUCTURE_TYPE_MANUFACTURED/MOBILE_HOME,STRUCTURE_TYPE_INSTITUTION/COLLECTIVE_RESIDENCE,STRUCTURE_TYPE_HOTEL/MOTEL,STRUCTURE_TYPE_RV/TENT/OTHER,STRUCTURE_TYPE_NO_RESPONSE,TERM_OF_RESIDENCE_5_YEARS_OR_MORE,TERM_OF_RESIDENCE_3_YEARS_TO_LESS_THAN_5_YEARS,TERM_OF_RESIDENCE_1_YEAR_TO_LESS_THAN_3_YEARS,TERM_OF_RESIDENCE_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_CHILD_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_NO_RESPONSE,AGE_0 FEMALE,AGE_0 MALE,AGE_1 FEMALE,AGE_1 MALE,AGE_10 FEMALE,AGE_10 MALE,AGE_11 FEMALE,AGE_11 MALE,AGE_12 FEMALE,AGE_12 MALE,AGE_13 FEMALE,AGE_13 MALE,AGE_14 FEMALE,AGE_14 MALE,AGE_15 FEMALE,AGE_15 MALE,AGE_16 FEMALE,AGE_16 MALE,AGE_17 FEMALE,AGE_17 MALE,AGE_18 FEMALE,AGE_18 MALE,AGE_19 FEMALE,AGE_19 MALE,AGE_2 FEMALE,AGE_2 MALE,AGE_20 FEMALE,AGE_20 MALE,AGE_21 FEMALE,AGE_21 MALE,AGE_22 FEMALE,AGE_22 MALE,AGE_23 FEMALE,AGE_23 MALE,AGE_24 FEMALE,AGE_24 MALE,AGE_25 FEMALE,AGE_25 MALE,AGE_26 FEMALE,AGE_26 MALE,AGE_27 FEMALE,AGE_27 MALE,AGE_28 FEMALE,AGE_28 MALE,AGE_29 FEMALE,AGE_29 MALE,AGE_3 FEMALE,AGE_3 MALE,AGE_30 FEMALE,AGE_30 MALE,AGE_31 FEMALE,AGE_31 MALE,AGE_32 FEMALE,AGE_32 MALE,AGE_33 FEMALE,AGE_33 MALE,AGE_34 FEMALE,AGE_34 MALE,AGE_35 FEMALE,AGE_35 MALE,AGE_36 FEMALE,AGE_36 MALE,AGE_37 FEMALE,AGE_37 MALE,AGE_38 FEMALE,AGE_38 MALE,AGE_39 FEMALE,AGE_39 MALE,AGE_4 FEMALE,AGE_4 MALE,AGE_40 FEMALE,AGE_40 MALE,AGE_41 FEMALE,AGE_41 MALE,AGE_42 FEMALE,AGE_42 MALE,AGE_43 FEMALE,AGE_43 MALE,AGE_44 FEMALE,AGE_44 MALE,AGE_45 FEMALE,AGE_45 MALE,AGE_46 FEMALE,AGE_46 MALE,AGE_47 FEMALE,AGE_47 MALE,AGE_48 FEMALE,AGE_48 MALE,AGE_49 FEMALE,AGE_49 MALE,AGE_5 FEMALE,AGE_5 MALE,AGE_50 FEMALE,AGE_50 MALE,AGE_51 FEMALE,AGE_51 MALE,AGE_52 FEMALE,AGE_52 MALE,AGE_53 FEMALE,AGE_53 MALE,AGE_54 FEMALE,AGE_54 MALE,AGE_55 FEMALE,AGE_55 MALE,AGE_56 FEMALE,AGE_56 MALE,AGE_57 FEMALE,AGE_57 MALE,AGE_58 FEMALE,AGE_58 MALE,AGE_59 FEMALE,AGE_59 MALE,AGE_6 FEMALE,AGE_6 MALE,AGE_60 FEMALE,AGE_60 MALE,AGE_61 FEMALE,AGE_61 MALE,AGE_62 FEMALE,AGE_62 MALE,AGE_63 FEMALE,AGE_63 MALE,AGE_64 FEMALE,AGE_64 MALE,AGE_65 FEMALE,AGE_65 MALE,AGE_66 FEMALE,AGE_66 MALE,AGE_67 FEMALE,AGE_67 MALE,AGE_68 FEMALE,AGE_68 MALE,AGE_69 FEMALE,AGE_69 MALE,AGE_7 FEMALE,AGE_7 MALE,AGE_70 FEMALE,AGE_70 MALE,AGE_71 FEMALE,AGE_71 MALE,AGE_72 FEMALE,AGE_72 MALE,AGE_73 FEMALE,AGE_73 MALE,AGE_74 FEMALE,AGE_74 MALE,AGE_75 FEMALE,AGE_75 MALE,AGE_76 FEMALE,AGE_76 MALE,AGE_77 FEMALE,AGE_77 MALE,AGE_78 FEMALE,AGE_78 MALE,AGE_79 FEMALE,AGE_79 MALE,AGE_8 FEMALE,AGE_8 MALE,AGE_80 FEMALE,AGE_80 MALE,AGE_81 FEMALE,AGE_81 MALE,AGE_82 FEMALE,AGE_82 MALE,AGE_83 FEMALE,AGE_83 MALE,AGE_84 FEMALE,AGE_84 MALE,AGE_85+ FEMALE,AGE_85+ MALE,AGE_9 FEMALE,AGE_9 MALE,AGE_No Response FEMALE,AGE_No Response MALE
2690,RURAL NORTH EAST SOUTH STURGEON,Ward 4,641,3,41,107,46,55,81,10,21,9,13,58,20,28,189,12,16,217,4,19,0,31,60,20,26,31,31,46,318,8,60,8,46,165,2,0,3,2,0,6,0,0,2,16,21,331,29,24,18,0,6,124,362,12,12,252,12,35,15,7,0,0,0,0,1,3,357,274,54,237,0,0,0,0,3,0,0,0,0,467,65,58,26,5,64,3,1,0,1,3,6,6,1,4,3,6,3,3,5,3,3,7,5,7,6,4,8,4,6,3,4,10,2,4,8,2,8,1,5,6,4,3,4,0,0,3,5,2,3,2,0,5,2,1,2,2,3,6,3,0,4,9,5,2,4,4,1,8,8,7,3,4,6,5,4,3,6,3,2,10,3,4,5,8,3,5,4,2,6,12,6,9,10,8,7,4,3,5,8,9,13,4,4,10,3,4,5,3,7,5,2,4,8,2,4,2,3,4,2,3,5,5,3,3,3,1,2,3,3,3,2,1,3,1,6,1,2,0,2,3,4,1,0,0,0,1,0,0,0,1,3,3,0,1,1,0,0,0,2,2,0,3,5,0,3,0,1,2,0,2,0,0,1,2,4,6,2,34,37
6660,RURAL SOUTH EAST,Ward 12,197,1,43,24,7,29,31,1,36,2,4,11,28,17,82,8,2,92,0,3,0,5,5,1,0,16,3,12,137,2,30,1,29,80,0,1,1,3,0,5,0,0,0,0,2,167,4,0,6,0,3,19,138,12,6,56,9,20,0,0,0,0,0,0,0,0,121,20,100,95,0,0,0,0,0,0,0,0,0,178,21,3,0,0,39,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,3,1,2,0,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,2,2,1,0,1,3,0,0,2,1,1,0,1,2,1,0,0,1,1,3,1,0,0,4,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,0,1,0,1,1,0,2,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,0,0,66,77
4460,RURAL WEST,Ward 5,462,15,19,91,32,49,47,8,15,4,9,15,31,12,146,7,12,165,15,16,0,15,51,30,29,33,29,51,186,2,50,3,17,122,0,0,7,4,0,1,1,0,2,13,15,255,24,1,2,1,11,112,242,16,13,132,11,82,21,13,0,0,0,6,0,12,284,175,37,196,0,0,0,0,0,0,0,0,0,298,74,49,52,1,22,0,1,0,3,4,1,4,5,8,2,3,4,6,4,4,3,6,8,4,6,3,2,3,8,1,1,1,3,3,4,2,4,2,4,4,1,2,2,2,2,0,2,1,0,1,3,2,1,1,0,2,2,0,0,3,0,3,5,2,1,3,4,1,3,2,1,4,2,1,3,3,2,3,2,4,3,6,2,3,2,4,4,6,8,4,2,7,6,8,5,3,3,3,0,2,4,5,6,5,3,5,6,6,5,2,6,6,6,3,1,2,5,3,2,4,4,2,2,4,5,2,2,3,1,5,3,3,4,0,6,1,4,0,2,5,2,0,2,0,0,0,1,1,1,1,0,5,1,1,1,2,2,1,1,0,0,6,6,1,2,1,1,1,1,1,1,0,0,1,1,1,6,10,13
4470,RURAL WEST BIG LAKE,Ward 1,124,5,23,24,8,7,6,0,5,1,1,4,14,11,41,6,9,56,5,13,0,1,9,3,5,2,6,16,57,3,25,1,24,31,0,0,2,2,0,2,0,1,2,7,9,76,4,1,0,0,3,30,80,7,1,41,2,21,4,2,0,6,0,0,3,0,105,26,21,73,0,0,0,0,1,0,0,0,0,101,6,6,15,0,24,0,0,0,0,0,2,0,1,0,1,0,0,0,3,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,1,1,0,1,1,1,2,1,0,0,2,2,1,0,0,3,0,0,2,3,1,0,0,0,1,0,0,1,3,0,3,0,0,4,2,3,3,1,0,0,0,1,1,4,3,2,2,0,0,0,1,3,1,0,1,2,0,1,1,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,20,15
5454,RUTHERFORD,Ward 9,7638,1445,1354,2383,726,876,689,434,556,147,298,471,259,784,2799,494,649,3942,401,54,0,741,947,294,277,376,439,563,4474,166,545,34,1581,1995,28,140,62,19,238,44,66,104,9,486,751,4265,273,962,55,9,159,1242,4200,481,384,3812,128,1432,871,192,21,61,13,47,93,75,6469,1930,2038,1970,838,334,0,1254,0,1,0,0,0,3166,2014,2228,1373,161,1495,69,96,92,103,45,70,50,45,56,42,46,57,37,47,48,53,43,43,39,54,42,38,46,38,73,83,43,35,53,40,51,50,57,44,58,58,57,67,59,58,74,61,95,88,82,85,101,85,96,73,99,83,118,110,96,79,95,99,111,78,91,109,98,98,109,104,85,94,92,78,92,96,83,97,74,85,81,77,79,84,91,65,58,72,44,60,56,65,43,58,96,90,44,68,45,51,35,28,33,42,35,40,40,33,26,39,31,34,37,27,34,42,86,88,47,34,33,24,32,26,46,32,35,31,33,19,36,29,26,24,13,12,15,16,63,68,19,21,20,11,14,10,19,23,11,15,16,8,16,8,16,10,5,4,14,8,63,70,6,8,9,5,12,12,3,7,5,1,25,13,52,60,773,816
6670,SAKAW,Ward 11,3413,474,168,828,338,319,281,81,188,56,175,211,176,78,947,364,51,1362,41,6,0,199,315,174,154,171,159,272,1816,163,383,50,199,951,12,11,37,12,5,88,26,38,2,85,95,1813,159,299,15,7,80,750,1625,214,220,1719,90,187,266,41,6,21,16,12,72,20,2745,870,440,968,172,190,0,78,0,0,0,1,0,2219,545,517,454,40,280,21,24,23,21,24,29,29,18,28,27,26,24,38,25,21,24,23,24,26,24,24,35,20,30,14,34,27,34,22,25,27,40,35,32,26,35,20,34,26,35,27,27,28,34,31,41,25,24,31,27,32,34,22,19,30,30,26,23,37,20,27,33,21,25,30,32,29,26,31,19,17,21,23,23,22,23,25,22,23,28,21,20,18,20,20,24,27,21,19,22,23,25,23,21,39,32,31,32,25,32,35,26,38,30,27,31,25,25,26,30,28,24,24,18,30,28,30,15,29,27,29,22,16,19,17,24,16,24,15,19,14,12,18,7,18,21,9,12,8,13,10,2,7,12,5,6,6,5,5,10,7,10,6,2,3,5,24,22,4,4,4,1,5,3,2,2,8,1,8,10,23,16,129,168
6680,SATOO,Ward 11,2799,325,390,572,406,297,254,72,137,56,101,161,116,207,912,192,127,1231,34,7,0,151,281,139,118,116,116,223,1390,93,453,45,389,740,7,20,47,34,8,18,27,53,18,85,174,1433,104,227,31,6,42,712,1398,186,166,1265,91,408,151,36,2,19,5,3,13,25,2035,813,666,919,38,306,0,9,0,0,0,0,0,1916,481,411,254,16,436,9,8,10,15,22,18,13,19,26,19,21,25,21,28,20,24,16,17,15,20,20,21,16,17,20,14,21,17,18,18,22,16,16,21,14,17,14,15,15,19,12,23,14,23,13,17,20,17,20,19,21,24,25,23,22,18,24,22,18,25,19,20,21,15,11,23,20,18,22,18,15,20,24,13,21,23,19,22,20,16,23,16,13,22,18,21,26,11,26,25,21,19,13,15,29,15,18,18,28,25,18,20,25,15,28,23,23,24,33,22,28,18,21,17,20,19,24,22,19,27,21,28,21,20,16,20,19,15,23,20,20,10,14,14,23,27,11,14,8,22,16,12,9,10,8,8,9,8,9,6,6,4,8,12,6,9,13,18,7,5,4,3,7,4,2,3,11,3,11,11,20,16,208,317
2700,SCHONSEE,Ward 3,2097,133,233,457,152,168,164,34,77,27,50,67,179,129,640,72,111,823,126,6,0,198,230,104,87,97,116,126,1007,34,194,9,261,309,53,84,8,2,14,22,9,23,11,164,124,1039,87,97,1,2,21,483,1062,78,70,960,56,237,314,33,5,9,1,3,3,6,1309,768,386,588,13,115,126,113,0,0,0,0,0,642,738,390,374,43,276,24,21,20,15,14,12,12,9,16,21,16,13,15,17,9,11,15,14,25,13,17,11,14,9,19,23,13,12,16,10,16,17,14,8,13,18,15,18,12,16,15,8,25,11,18,17,14,23,20,16,17,16,24,21,21,22,29,25,25,18,23,17,20,18,20,19,15,20,18,16,20,23,16,21,21,14,14,15,11,21,13,13,14,14,11,21,17,13,13,9,23,24,15,13,10,8,6,11,16,20,14,13,13,14,8,6,3,11,1,6,10,10,17,15,12,15,6,6,9,9,5,7,6,2,8,7,9,7,10,7,8,2,3,5,23,18,4,3,3,2,5,2,6,3,2,2,5,4,1,1,7,1,3,2,6,2,21,14,3,2,3,3,1,5,0,3,2,2,7,4,17,11,171,171
4487,SECORD,Ward 1,1602,358,177,497,177,87,93,43,122,11,59,64,59,87,628,22,72,722,26,9,0,263,173,59,30,40,72,121,1110,24,44,8,193,367,5,23,22,4,22,3,11,97,8,74,86,1122,65,88,4,1,27,167,971,150,53,771,17,175,505,34,1,10,14,8,21,6,1252,594,291,679,3,74,0,0,0,1,0,0,0,189,411,686,599,57,195,29,26,25,31,8,11,6,13,9,9,11,12,4,9,11,6,5,7,3,4,11,8,5,6,26,29,8,6,4,6,12,8,10,9,11,8,13,10,18,11,25,17,32,20,18,28,16,27,35,40,38,29,44,36,37,32,28,39,30,35,28,25,24,27,13,26,13,20,26,27,14,15,20,14,16,19,13,14,8,8,8,10,7,13,9,10,8,7,7,9,20,16,12,10,11,6,5,8,10,5,7,7,6,12,11,8,10,5,6,10,5,4,15,13,2,6,5,3,4,4,5,5,0,2,1,4,0,1,2,1,1,0,1,1,13,19,0,1,2,0,1,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,1,1,10,15,122,127
4490,SHEFFIELD INDUSTRIAL,Ward 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,SHERBROOKE,Ward 2,2004,247,238,503,246,276,194,179,147,77,79,127,156,163,571,335,112,1018,80,51,0,137,162,64,54,66,64,146,1129,77,259,46,285,720,6,5,21,5,2,1,16,27,6,59,150,965,101,218,27,9,29,432,798,174,198,973,84,262,172,42,6,8,8,10,17,54,1369,700,420,788,10,154,0,195,0,0,0,2,0,1097,373,376,317,40,286,19,19,16,11,11,14,10,10,6,11,12,7,19,12,7,6,6,16,4,11,9,13,7,12,16,14,5,10,16,14,13,19,18,18,12,19,18,25,12,19,24,22,20,15,19,12,8,15,17,20,16,21,14,26,16,21,19,20,20,20,16,13,19,15,15,15,19,16,10,17,22,17,10,18,9,14,15,12,11,14,17,17,11,19,15,16,7,17,19,19,15,9,14,18,13,12,13,22,15,18,20,17,11,14,17,15,22,15,16,12,21,12,12,13,9,23,11,13,9,18,13,10,5,2,10,8,9,6,5,4,7,8,12,6,15,8,4,7,3,7,2,2,3,6,4,2,3,2,7,4,6,0,5,1,3,2,9,11,7,4,3,3,5,7,4,3,3,5,20,17,14,6,161,220
4500,SHERWOOD,Ward 1,973,191,216,214,124,93,63,43,125,20,19,39,39,145,258,265,63,586,39,8,0,29,80,44,43,43,52,74,532,44,151,32,256,321,1,35,6,3,6,2,4,37,3,40,128,463,34,125,22,5,23,266,408,98,95,503,45,231,70,6,0,1,1,0,8,56,780,280,320,380,24,16,0,213,0,0,0,0,0,590,161,236,142,16,235,8,8,7,5,5,2,2,3,7,7,9,9,8,6,11,4,1,6,6,8,4,12,10,4,10,4,9,11,2,8,9,6,9,6,5,12,5,8,10,12,10,6,8,7,4,3,5,5,3,9,8,11,5,8,5,9,8,10,6,10,7,13,9,12,10,6,5,9,4,10,8,5,12,7,6,9,17,9,7,5,12,6,8,6,14,7,7,7,10,10,2,13,14,13,10,16,11,10,9,14,9,9,7,7,3,12,9,7,7,10,6,7,5,9,8,6,5,9,1,3,4,1,3,6,5,0,5,5,1,3,4,2,3,3,9,4,5,1,4,1,2,0,3,5,7,3,6,4,6,2,9,0,1,1,0,0,5,6,1,2,5,1,6,4,1,4,2,3,17,11,8,6,113,136
2710,SIFTON PARK,Ward 4,1491,491,317,444,201,257,259,79,190,50,129,211,239,210,257,535,95,887,51,24,0,142,192,77,58,64,106,112,916,86,150,60,336,440,15,8,29,1,5,18,24,39,4,127,177,644,95,257,75,3,32,375,706,107,124,993,55,314,140,32,4,29,19,3,65,30,1370,413,516,261,34,144,0,522,0,1,0,0,0,771,370,442,322,28,366,8,21,9,16,16,11,6,11,12,6,11,15,13,11,14,6,10,8,12,11,6,6,9,10,10,10,13,8,8,4,13,20,8,13,11,22,11,23,21,14,17,19,9,20,15,19,13,13,13,9,6,18,20,6,22,12,14,18,6,10,10,12,16,16,14,7,6,11,16,14,11,16,12,11,11,11,11,7,8,7,10,5,9,6,9,10,9,8,8,12,13,9,16,12,17,13,11,14,15,18,10,7,18,12,9,14,10,9,11,17,11,6,22,16,11,6,11,8,6,8,5,13,5,8,10,4,6,6,7,8,4,5,6,3,11,11,7,5,1,2,4,4,2,7,1,2,1,1,2,1,3,1,2,4,0,3,19,8,2,0,0,1,2,1,1,0,2,3,2,3,7,9,300,355
6442,SILVER BERRY,Ward 12,6190,1479,943,1511,357,596,523,221,425,118,195,639,127,337,1864,360,296,2520,50,6,0,683,949,296,260,313,401,498,3641,188,366,39,978,898,11,26,109,16,14,560,70,172,10,321,313,3596,314,567,29,6,71,1185,3622,333,221,3427,145,864,480,124,13,49,20,35,102,77,5410,1753,1449,1627,408,115,0,425,0,1,0,0,0,3302,1960,1223,900,112,1115,61,54,52,68,61,52,58,61,50,44,40,49,55,57,28,49,37,43,36,45,45,44,37,50,75,77,36,41,38,45,31,39,49,45,56,54,63,52,71,62,70,65,73,66,74,82,54,73,77,77,80,86,81,73,88,66,89,72,84,73,58,70,68,87,72,78,68,71,74,80,62,60,60,49,56,53,60,71,53,45,52,63,42,49,29,34,41,50,39,49,73,72,42,41,42,44,36,41,43,30,35,36,32,32,26,37,30,31,40,32,29,30,80,74,22,21,17,15,20,18,19,19,30,17,19,17,24,24,23,20,12,15,12,12,70,64,11,20,10,11,16,7,9,7,11,4,5,6,4,8,2,7,6,6,4,4,49,64,3,1,4,2,3,1,2,2,3,4,8,8,72,59,672,701
5460,SKYRATTLER,Ward 10,1482,141,493,426,180,251,242,95,105,33,86,95,196,328,433,445,240,1118,30,8,0,67,83,27,28,85,54,122,823,39,266,15,507,622,6,18,35,13,20,6,11,7,3,61,316,727,43,244,22,3,31,334,624,129,152,631,53,527,179,31,9,27,6,1,14,8,1114,317,685,246,57,339,0,513,0,1,0,0,0,814,238,250,275,16,523,4,12,8,9,3,11,9,3,3,0,9,1,5,5,2,5,6,3,5,6,3,7,9,9,4,8,7,11,12,8,14,8,18,10,19,21,16,16,23,15,15,19,17,16,15,20,5,8,13,13,7,16,9,16,12,14,16,13,13,12,8,10,14,10,8,7,10,12,8,3,9,12,11,9,8,9,9,11,10,7,13,14,9,6,8,5,10,13,12,10,9,11,13,12,4,5,10,10,13,8,17,10,16,12,11,14,11,8,14,15,12,14,3,7,8,8,9,10,6,7,19,8,9,11,16,4,15,9,13,6,9,11,11,8,4,4,8,4,8,8,8,9,6,8,2,3,8,10,8,6,4,4,3,3,1,2,6,7,6,1,3,3,1,2,1,1,2,0,10,2,10,3,276,302
6195,SOUTH EDMONTON COMMON,Ward 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,SOUTH TERWILLEGAR,Ward 9,6762,1181,1037,2027,501,690,738,424,652,125,279,344,334,666,2254,772,527,3553,139,107,0,704,792,222,219,339,390,434,4208,157,323,23,1169,1807,38,134,76,14,202,54,79,91,15,393,650,3994,248,739,37,16,113,984,3375,553,350,3596,67,1039,942,171,24,104,39,40,130,59,5505,1691,1784,1565,595,451,0,1164,0,0,0,24,0,2195,2228,1806,1509,141,1101,70,76,85,90,41,56,39,36,35,46,37,32,37,34,35,40,38,33,44,21,31,30,45,41,70,77,39,35,44,39,60,50,59,43,70,60,56,77,79,75,87,93,115,113,121,93,72,84,117,109,99,94,117,105,114,105,109,95,93,110,89,99,78,86,81,72,68,88,76,69,77,61,56,80,76,62,49,68,69,55,45,47,41,34,37,46,43,42,40,48,69,76,41,48,32,48,25,29,31,36,31,24,37,20,27,28,31,25,28,19,28,30,56,70,26,25,15,19,18,15,18,17,17,23,17,15,11,15,14,19,9,11,12,10,73,73,7,5,9,10,5,9,3,10,8,4,7,7,4,2,3,6,7,3,5,2,50,54,3,0,1,5,0,2,3,1,5,2,7,6,42,47,643,696
